frame_idx,t_sec,dt_cumavg_ms,motor_encoders_FL,motor_encoders_FR,motor_encoders_BL,motor_encoders_BR,motor_speeds_FL,motor_speeds_FR,motor_speeds_BL,motor_speeds_BR,pid_outputs_FL,pid_outputs_FR,pid_outputs_BL,pid_outputs_BR,desired_speed,actual_speed_fl,raw_v1_fl,estimated_velocity,kalman_v_pred,pendulum_angle_deg,lqr_force,kalman_theta_rad,kalman_v,kalman_x,x_ref,theta_ref_deg,sprint_active,pwm
92,2.8522132999496534,2.945,0.042,0.04,0.043,0.044,0.039,-0.049,0.039,0.032,150.0,120.0,32.0,43.0,0.075,0.039,0.0,0.013,-0.004,0.0,5.62,-0.003,0.013,0.042,0.0,0.0,0,0.15
93,2.881440399971325,2.945,0.044,0.042,0.043,0.044,0.07,0.094,0.031,0.047,197.0,-108.0,277.0,241.0,0.107,0.07,0.0,0.061,0.066,0.0,5.959,-0.001,0.061,0.043,0.0,0.0,0,0.197
94,2.8913379999576136,2.952,0.044,0.044,0.044,0.045,0.084,0.161,0.061,0.054,148.0,-184.0,195.0,205.0,0.125,0.084,0.0,0.09,0.087,0.0,3.412,-0.001,0.09,0.044,0.0,0.0,0,0.148
95,2.90363499999512,2.956,0.045,0.044,0.045,0.046,0.108,0.131,0.061,0.061,101.0,175.0,195.0,311.0,0.133,0.108,0.0,0.092,0.105,0.0,0.836,-0.001,0.092,0.045,0.0,0.0,0,0.101
96,2.908461199956946,2.96,0.046,0.044,0.046,0.047,0.075,0.06,0.092,0.069,260.0,292.0,110.0,273.0,0.128,0.075,0.0,0.076,0.092,0.0,-1.538,-0.001,0.076,0.046,0.0,0.0,0,0.26
97,2.9122743000043556,2.959,0.048,0.044,0.047,0.048,0.103,0.04,0.103,0.103,126.0,135.0,128.0,125.0,0.135,0.103,0.0,0.087,0.082,0.0,2.568,-0.002,0.087,0.047,0.0,0.0,0,0.126
98,2.916038099967409,2.963,0.049,0.047,0.049,0.05,0.111,0.11,0.111,0.111,129.0,-45.0,131.0,128.0,0.145,0.111,0.0,0.11,0.106,-0.09,2.191,-0.002,0.11,0.048,0.0,0.0,0,0.129
99,2.9325437999796122,2.962,0.051,0.051,0.051,0.052,0.128,0.233,0.128,0.128,114.0,-241.0,116.0,113.0,0.167,0.128,0.237,0.153,0.146,-0.18,3.439,-0.004,0.153,0.05,0.0,0.0,0,0.114
100,2.9365400999668054,2.961,0.053,0.052,0.053,0.053,0.154,0.204,0.169,0.154,53.0,-69.0,-34.0,171.0,0.177,0.154,0.237,0.17,0.17,-0.27,0.521,-0.005,0.17,0.053,0.0,0.0,0,0.053
101,2.9540613999706693,2.96,0.055,0.053,0.054,0.055,0.152,0.12,0.191,0.152,175.0,121.0,-197.0,55.0,0.165,0.152,0.0,0.154,0.152,-0.36,-2.337,-0.007,0.154,0.055,0.0,0.0,0,0.175
102,2.9599488999811,2.96,0.057,0.054,0.057,0.057,0.159,0.087,0.199,0.167,0.0,175.0,-106.0,-45.0,0.155,0.159,0.237,0.153,0.15,-0.54,-1.201,-0.009,0.153,0.056,0.0,0.0,0,0.0
103,2.9809034999925643,2.96,0.059,0.056,0.059,0.059,0.159,0.119,0.174,0.166,128.0,-87.0,98.0,-66.0,0.147,0.159,0.0,0.155,0.159,-0.72,-2.141,-0.012,0.155,0.058,0.0,0.0,0,0.128
104,2.98725809995085,2.963,0.061,0.059,0.059,0.061,0.158,0.166,0.142,0.174,127.0,-144.0,120.0,-45.0,0.144,0.158,0.0,0.161,0.167,-0.81,-1.851,-0.014,0.161,0.06,0.0,0.0,0,0.127
105,3.011538999970071,2.963,0.063,0.062,0.061,0.062,0.167,0.222,0.135,0.119,-146.0,-254.0,-79.0,128.0,0.129,0.167,0.237,0.16,0.155,-1.08,-3.045,-0.016,0.16,0.062,0.0,0.0,0,-0.146
106,3.023577199957799,2.966,0.065,0.062,0.064,0.063,0.159,0.206,0.181,0.134,-222.0,-79.0,-384.0,-55.0,0.117,0.159,0.237,0.168,0.154,-1.17,-1.147,-0.019,0.168,0.064,0.0,0.0,0,-0.222
107,3.034299499995541,2.97,0.067,0.062,0.066,0.065,0.173,0.104,0.243,0.14,-306.0,250.0,-443.0,-240.0,0.098,0.173,0.237,0.164,0.154,-1.35,-3.477,-0.021,0.164,0.065,0.0,0.0,0,-0.306
108,3.0412691999808885,2.973,0.068,0.062,0.066,0.066,0.156,0.055,0.187,0.116,-116.0,147.0,-177.0,-154.0,0.068,0.156,0.0,0.13,0.14,-1.44,-6.814,-0.023,0.13,0.066,0.0,0.0,0,-0.116
109,3.046395199955441,2.977,0.068,0.064,0.066,0.066,0.124,0.038,0.109,0.084,-249.0,104.0,-100.0,-50.0,0.032,0.124,0.0,0.09,0.099,-1.62,-7.773,-0.026,0.09,0.067,0.0,0.0,0,-0.249
110,3.053630599984899,2.98,0.068,0.065,0.066,0.066,0.062,0.077,0.04,0.039,-64.0,-329.0,-138.0,-135.0,-0.002,0.062,0.0,0.054,0.047,-1.71,-6.019,-0.027,0.054,0.067,0.0,0.0,0,-0.064
111,3.0605221999576315,2.98,0.068,0.066,0.066,0.067,0.007,0.086,0.016,0.015,-113.0,-267.0,-130.0,-129.0,-0.028,0.007,0.0,0.031,0.026,-1.71,-4.176,-0.028,0.031,0.067,0.0,0.0,0,-0.113
112,3.078887899988331,2.98,0.068,0.065,0.066,0.067,0.0,0.008,0.024,0.008,-133.0,108.0,-179.0,-148.0,-0.046,0.0,0.0,0.011,0.016,-1.71,-3.747,-0.028,0.011,0.067,0.0,0.0,0,-0.133
113,3.083448499965016,2.979,0.068,0.065,0.066,0.066,0.0,-0.047,0.0,-0.008,-155.0,-59.0,-155.0,-138.0,-0.06,0.0,0.0,-0.014,-0.018,-1.62,-2.599,-0.027,-0.014,0.067,0.0,0.0,0,-0.155
114,3.103205599996727,2.981,0.068,0.064,0.066,0.066,-0.024,-0.055,-0.008,-0.016,69.0,-43.0,-139.0,-122.0,-0.065,-0.024,-0.237,-0.025,-0.021,-1.53,-1.231,-0.026,-0.025,0.066,0.0,0.0,0,0.069
115,3.109118899970781,2.98,0.067,0.064,0.065,0.065,-0.033,-0.04,-0.04,-0.04,-103.0,-84.0,-86.0,49.0,-0.071,-0.033,0.0,-0.038,-0.035,-1.44,-1.047,-0.024,-0.038,0.065,0.0,0.0,0,-0.103
116,3.113629699975718,2.985,0.066,0.063,0.064,0.064,-0.046,-0.04,-0.071,-0.047,-68.0,-76.0,160.0,-65.0,-0.069,-0.046,0.0,-0.05,-0.044,-1.26,-0.444,-0.022,-0.05,0.065,0.0,0.0,0,-0.068
117,3.1350500999833457,2.984,0.065,0.063,0.063,0.063,-0.045,-0.032,-0.062,-0.062,-91.0,-115.0,-56.0,122.0,-0.063,-0.045,0.0,-0.051,-0.052,-1.08,1.479,-0.02,-0.051,0.064,0.0,0.0,0,-0.091
118,3.1505017000017688,2.987,0.065,0.062,0.063,0.063,-0.053,-0.063,-0.046,-0.046,38.0,180.0,-33.0,-152.0,-0.058,-0.053,0.0,-0.052,-0.051,-0.99,1.44,-0.018,-0.052,0.063,0.0,0.0,0,0.038
119,3.157810599950608,2.986,0.065,0.062,0.062,0.063,-0.031,-0.055,-0.04,-0.031,-60.0,49.0,135.0,-59.0,-0.042,-0.031,0.0,-0.039,-0.039,-0.72,3.511,-0.015,-0.039,0.063,0.0,0.0,0,-0.06
120,3.162245699961204,2.993,0.065,0.062,0.062,0.062,-0.008,-0.055,-0.046,-0.037,-51.0,106.0,86.0,69.0,-0.032,-0.008,0.0,-0.036,-0.034,-0.54,2.769,-0.012,-0.036,0.062,0.0,0.0,0,-0.051
121,3.186595099978149,2.996,0.063,0.062,0.062,0.062,-0.039,0.008,-0.03,-0.037,235.0,-270.0,101.0,115.0,-0.012,-0.039,-0.237,-0.025,-0.026,-0.45,3.821,-0.01,-0.025,0.062,0.0,0.0,0,0.235
122,3.2048948999727145,2.995,0.062,0.062,0.062,0.062,-0.071,0.031,-0.014,-0.037,233.0,0.0,-59.0,166.0,0.011,-0.071,0.0,-0.023,-0.024,-0.18,4.466,-0.006,-0.023,0.062,0.0,0.0,0,0.233
123,3.2124856999726035,3.0,0.063,0.062,0.062,0.062,-0.047,0.025,-0.008,-0.008,98.0,73.0,138.0,-40.0,0.027,-0.047,0.237,-0.01,-0.018,-0.09,4.211,-0.004,-0.01,0.062,0.0,0.0,0,0.098
124,3.2167730999644846,3.003,0.064,0.062,0.062,0.062,0.006,0.01,-0.015,0.0,1.0,143.0,193.0,162.0,0.046,0.006,0.0,0.0,-0.001,0.09,4.455,-0.002,0.0,0.062,0.0,0.0,0,0.001
125,3.220500700001139,3.007,0.064,0.062,0.062,0.062,0.038,0.034,0.024,0.024,144.0,35.0,174.0,55.0,0.069,0.038,0.0,0.029,0.023,0.18,6.571,0.0,0.029,0.062,0.0,0.0,0,0.144
126,3.224454599956516,3.007,0.064,0.063,0.063,0.062,0.014,0.064,0.047,0.032,343.0,126.0,159.0,190.0,0.094,0.014,0.0,0.041,0.051,0.27,3.538,0.002,0.041,0.063,0.0,0.0,0,0.343
127,3.247220799967181,3.006,0.064,0.064,0.063,0.063,0.0,0.079,0.071,0.063,281.0,-55.0,139.0,154.0,0.109,0.0,0.0,0.053,0.051,0.27,3.125,0.003,0.053,0.064,0.0,0.0,0,0.281
128,3.2512077999999747,3.005,0.066,0.064,0.064,0.064,0.088,0.056,0.08,0.064,-41.0,320.0,153.0,66.0,0.124,0.088,0.237,0.072,0.069,0.27,3.297,0.003,0.072,0.065,0.0,0.0,0,-0.041
129,3.266927399963606,3.005,0.068,0.064,0.066,0.065,0.128,0.047,0.088,0.088,80.0,241.0,160.0,161.0,0.137,0.128,0.0,0.088,0.091,0.27,2.536,0.003,0.088,0.066,0.0,0.0,0,0.08
130,3.270812799979467,3.008,0.069,0.065,0.067,0.066,0.142,0.055,0.11,0.087,135.0,225.0,38.0,204.0,0.141,0.142,0.0,0.099,0.102,0.18,1.22,0.002,0.099,0.067,0.0,0.0,0,0.135
131,3.2888981999712996,3.007,0.07,0.068,0.068,0.068,0.096,0.128,0.135,0.096,238.0,-82.0,-57.0,199.0,0.147,0.096,0.0,0.113,0.111,0.09,1.779,0.001,0.113,0.068,0.0,0.0,0,0.238
132,3.29483369999798,3.006,0.071,0.071,0.07,0.069,0.105,0.194,0.136,0.105,188.0,-46.0,-50.0,189.0,0.153,0.105,0.0,0.135,0.138,0.0,1.469,-0.001,0.135,0.07,0.0,0.0,0,0.188
133,3.3154402999789454,3.004,0.073,0.071,0.071,0.071,0.106,0.154,0.145,0.139,113.0,137.0,36.0,-128.0,0.145,0.106,0.0,0.135,0.133,-0.27,-1.553,-0.003,0.135,0.072,0.0,0.0,0,0.113
134,3.3228494999930263,3.004,0.075,0.071,0.073,0.073,0.152,0.056,0.144,0.161,-194.0,294.0,-60.0,-211.0,0.128,0.152,0.237,0.127,0.119,-0.36,-2.062,-0.006,0.127,0.073,0.0,0.0,0,-0.194
135,3.32847289997153,3.003,0.077,0.073,0.074,0.075,0.175,0.079,0.135,0.151,-268.0,-75.0,-69.0,-101.0,0.11,0.175,0.237,0.133,0.12,-0.54,-0.937,-0.009,0.133,0.075,0.0,0.0,0,-0.268
136,3.3524863999919035,3.003,0.079,0.075,0.075,0.076,0.152,0.143,0.127,0.081,-42.0,-260.0,-110.0,160.0,0.089,0.152,0.0,0.126,0.127,-0.81,-3.394,-0.012,0.126,0.076,0.0,0.0,0,-0.042
137,3.3654612999525853,3.005,0.079,0.078,0.077,0.077,0.088,0.189,0.133,0.095,95.0,-325.0,-216.0,-96.0,0.079,0.088,0.0,0.125,0.118,-0.9,-2.532,-0.014,0.125,0.077,0.0,0.0,0,0.095
138,3.381891099968925,3.009,0.08,0.078,0.078,0.079,0.102,0.148,0.14,0.109,-100.0,-74.0,-177.0,-113.0,0.067,0.102,0.237,0.125,0.128,-0.99,-2.373,-0.016,0.125,0.079,0.0,0.0,0,-0.1
139,3.390758499968797,3.012,0.082,0.078,0.079,0.08,0.099,0.101,0.124,0.123,136.0,252.0,205.0,89.0,0.114,0.099,0.237,0.115,0.137,0.0,9.853,-0.01,0.115,0.08,0.0,0.0,0,0.136
140,3.3964096999843605,3.015,0.082,0.079,0.08,0.08,0.123,0.055,0.116,0.116,99.0,235.0,111.0,232.0,0.136,0.123,0.0,0.104,0.115,-0.09,4.48,-0.006,0.104,0.081,0.0,0.0,0,0.099
141,3.403219599975273,3.017,0.083,0.08,0.08,0.08,0.093,0.055,0.069,0.078,256.0,214.0,302.0,286.0,0.138,0.093,0.0,0.076,0.093,0.0,0.464,-0.005,0.076,0.081,0.0,0.0,0,0.256
142,3.4073602999560535,3.017,0.083,0.082,0.081,0.082,0.055,0.126,0.07,0.103,283.0,-35.0,252.0,70.0,0.158,0.055,0.237,0.088,0.081,0.0,5.059,-0.003,0.088,0.082,0.0,0.0,0,0.283
143,3.425522000005003,3.017,0.085,0.084,0.083,0.083,0.103,0.174,0.095,0.119,166.0,142.0,299.0,216.0,0.187,0.103,0.237,0.123,0.129,0.0,5.12,-0.002,0.123,0.084,0.0,0.0,0,0.166
144,3.431405499984976,3.015,0.087,0.085,0.084,0.084,0.144,0.152,0.143,0.111,51.0,153.0,51.0,236.0,0.196,0.144,0.237,0.136,0.127,-0.09,2.7,-0.003,0.136,0.085,0.0,0.0,0,0.051
145,3.450353499967605,3.015,0.088,0.086,0.085,0.085,0.12,0.112,0.112,0.056,273.0,170.0,289.0,404.0,0.184,0.12,0.0,0.102,0.115,-0.18,-3.201,-0.004,0.102,0.086,0.0,0.0,0,0.273
146,3.455976400000509,3.014,0.089,0.088,0.087,0.087,0.111,0.127,0.135,0.12,93.0,62.0,45.0,197.0,0.184,0.111,0.237,0.121,0.107,-0.27,2.907,-0.005,0.121,0.087,0.0,0.0,0,0.093
147,3.475171700003557,3.013,0.091,0.089,0.088,0.089,0.144,0.144,0.135,0.152,1.0,149.0,47.0,-43.0,0.186,0.144,0.237,0.141,0.124,-0.36,2.491,-0.007,0.141,0.089,0.0,0.0,0,0.001
148,3.486759899999015,3.012,0.092,0.092,0.09,0.09,0.144,0.176,0.168,0.152,255.0,72.0,89.0,121.0,0.187,0.144,0.0,0.161,0.168,-0.54,0.005,-0.009,0.161,0.091,0.0,0.0,0,0.255
149,3.4918572999886237,3.012,0.095,0.093,0.092,0.092,0.191,0.191,0.191,0.176,-136.0,41.0,41.0,73.0,0.185,0.191,0.237,0.187,0.181,-0.72,0.471,-0.011,0.187,0.093,0.0,0.0,0,-0.136
150,3.4968936999794096,3.013,0.096,0.095,0.094,0.095,0.175,0.174,0.174,0.182,58.0,101.0,-77.0,-91.0,0.169,0.175,0.0,0.176,0.176,-0.9,-3.784,-0.014,0.176,0.095,0.0,0.0,0,0.058
151,3.512433499970939,3.013,0.097,0.097,0.095,0.096,0.142,0.158,0.135,0.158,89.0,-45.0,61.0,59.0,0.137,0.142,0.0,0.149,0.155,-1.08,-5.659,-0.017,0.149,0.097,0.0,0.0,0,0.089
152,3.5306898999842815,3.012,0.099,0.099,0.096,0.097,0.135,0.16,0.096,0.12,-137.0,-150.0,157.0,111.0,0.105,0.135,0.237,0.128,0.13,-1.26,-4.27,-0.02,0.128,0.098,0.0,0.0,0,-0.137
153,3.53637649997836,3.011,0.102,0.1,0.098,0.099,0.199,0.128,0.096,0.105,-372.0,66.0,131.0,-61.0,0.088,0.199,0.237,0.132,0.135,-1.44,-3.261,-0.023,0.132,0.1,0.0,0.0,0,-0.372
154,3.5424738999572583,3.011,0.103,0.1,0.1,0.101,0.176,0.08,0.152,0.137,224.0,298.0,154.0,186.0,0.163,0.176,0.0,0.139,0.163,-0.18,13.18,-0.013,0.139,0.101,0.0,0.0,0,0.224
155,3.5633978999685496,3.01,0.103,0.101,0.102,0.104,0.103,0.047,0.152,0.208,250.0,363.0,153.0,-251.0,0.187,0.103,0.236,0.127,0.121,-0.27,5.406,-0.009,0.127,0.102,0.0,0.0,0,0.25
156,3.57625799998641,3.013,0.104,0.104,0.105,0.106,0.078,0.139,0.187,0.205,360.0,-101.0,65.0,149.0,0.199,0.078,0.0,0.152,0.148,-0.45,4.034,-0.009,0.152,0.104,0.0,0.0,0,0.36
157,3.5842271999572404,3.015,0.106,0.108,0.106,0.107,0.093,0.247,0.17,0.196,280.0,-326.0,123.0,74.0,0.201,0.093,0.0,0.175,0.165,-0.63,2.002,-0.011,0.175,0.106,0.0,0.0,0,0.28
158,3.589963499980513,3.017,0.108,0.109,0.107,0.108,0.171,0.263,0.169,0.163,-54.0,57.0,-53.0,140.0,0.205,0.171,0.237,0.191,0.186,-0.72,0.608,-0.012,0.191,0.108,0.0,0.0,0,-0.054
159,3.607478199992329,3.017,0.112,0.11,0.109,0.11,0.219,0.179,0.133,0.141,-238.0,256.0,229.0,-81.0,0.175,0.219,0.237,0.168,0.168,-0.9,-3.983,-0.015,0.168,0.11,0.0,0.0,0,-0.238
160,3.6125935000018217,3.016,0.113,0.112,0.111,0.112,0.206,0.111,0.152,0.143,60.0,171.0,-86.0,-67.0,0.148,0.206,0.0,0.153,0.155,-1.17,-4.584,-0.019,0.153,0.112,0.0,0.0,0,0.06
161,3.6290676000062376,3.015,0.115,0.115,0.113,0.113,0.167,0.176,0.161,0.159,82.0,-231.0,-82.0,-77.0,0.133,0.167,0.0,0.165,0.162,-1.44,-2.825,-0.022,0.165,0.114,0.0,0.0,0,0.082
162,3.633805699995719,3.015,0.116,0.117,0.115,0.115,0.128,0.192,0.176,0.12,-91.0,-220.0,-186.0,-73.0,0.102,0.128,0.237,0.153,0.147,-1.62,-4.886,-0.026,0.153,0.116,0.0,0.0,0,-0.091
163,3.648319599975366,3.014,0.117,0.118,0.116,0.115,0.112,0.152,0.168,0.097,-159.0,-123.0,-271.0,51.0,0.063,0.112,0.237,0.132,0.134,-1.98,-8.236,-0.03,0.132,0.117,0.0,0.0,0,-0.159
164,3.6655434999847785,3.013,0.119,0.118,0.117,0.117,0.135,0.041,0.097,0.097,-419.0,65.0,-105.0,-220.0,0.016,0.135,0.237,0.092,0.088,-2.16,-8.317,-0.033,0.092,0.118,0.0,0.0,0,-0.419
165,3.6716890999814495,3.012,0.12,0.118,0.117,0.118,0.144,-0.015,0.056,0.105,-387.0,109.0,-211.0,-307.0,-0.022,0.144,0.0,0.072,0.068,-2.34,-6.78,-0.036,0.072,0.119,0.0,0.0,0,-0.387
166,3.686890199955087,3.011,0.121,0.119,0.118,0.118,0.08,0.056,0.032,0.065,-205.0,-513.0,-229.0,-291.0,-0.059,0.08,0.0,0.057,0.044,-2.43,-5.315,-0.039,0.057,0.119,0.0,0.0,0,-0.205
167,3.6922559999511577,3.013,0.121,0.121,0.118,0.118,0.047,0.079,0.032,0.024,-243.0,-349.0,-256.0,-150.0,-0.075,0.047,0.0,0.046,0.048,-2.43,-4.29,-0.039,0.046,0.12,0.0,0.0,0,-0.243
168,3.7079873000038788,3.012,0.121,0.121,0.118,0.118,0.024,0.055,0.0,0.0,-295.0,-314.0,-203.0,-245.0,-0.1,0.024,0.0,0.019,0.017,-2.43,-5.073,-0.04,0.019,0.12,0.0,0.0,0,-0.295
169,3.7128699999884702,3.011,0.12,0.118,0.117,0.118,-0.009,-0.103,-0.024,-0.009,-318.0,165.0,-287.0,-315.0,-0.138,-0.009,0.0,-0.036,-0.031,-2.34,-6.579,-0.039,-0.036,0.119,0.0,0.0,0,-0.318
170,3.7277721999562345,3.01,0.119,0.117,0.116,0.116,-0.041,-0.106,-0.056,-0.065,-293.0,-281.0,-143.0,-124.0,-0.164,-0.041,0.0,-0.067,-0.066,-2.34,-4.515,-0.038,-0.067,0.118,0.0,0.0,0,-0.293
171,3.743069599964656,3.01,0.118,0.116,0.115,0.115,-0.073,-0.097,-0.112,-0.088,-257.0,-206.0,-59.0,-223.0,-0.182,-0.073,0.0,-0.092,-0.09,-2.16,-2.935,-0.037,-0.092,0.116,0.0,0.0,0,-0.257
172,3.747193499992136,3.009,0.116,0.115,0.113,0.114,-0.129,-0.112,-0.144,-0.121,-184.0,-98.0,-34.0,-197.0,-0.198,-0.129,0.0,-0.125,-0.118,-2.07,-4.071,-0.035,-0.125,0.115,0.0,0.0,0,-0.184
173,3.761451500002295,3.008,0.114,0.112,0.111,0.112,-0.153,-0.192,-0.153,-0.153,-54.0,84.0,-171.0,-51.0,-0.215,-0.153,-0.237,-0.161,-0.148,-1.98,-4.362,-0.032,-0.161,0.113,0.0,0.0,0,-0.054
174,3.7762591000064276,3.007,0.113,0.11,0.109,0.109,-0.129,-0.2,-0.192,-0.177,-336.0,-73.0,87.0,-119.0,-0.223,-0.129,0.0,-0.175,-0.176,-1.8,-1.159,-0.03,-0.175,0.111,0.0,0.0,0,-0.336
175,3.7802761999773793,3.006,0.11,0.108,0.107,0.107,-0.152,-0.176,-0.191,-0.176,-159.0,-109.0,-80.0,-107.0,-0.221,-0.152,-0.237,-0.174,-0.174,-1.62,0.187,-0.027,-0.174,0.108,0.0,0.0,0,-0.159
176,3.7950311999884434,3.006,0.108,0.106,0.105,0.105,-0.185,-0.152,-0.185,-0.2,-110.0,-172.0,-108.0,-75.0,-0.225,-0.185,0.0,-0.18,-0.181,-1.53,-0.923,-0.025,-0.18,0.106,0.0,0.0,0,-0.11
177,3.8096358999609947,3.005,0.106,0.104,0.103,0.103,-0.193,-0.176,-0.185,-0.2,-96.0,-127.0,-111.0,-78.0,-0.227,-0.193,-0.237,-0.189,-0.189,-1.35,-0.704,-0.022,-0.189,0.104,0.0,0.0,0,-0.096
178,3.8135855000000447,3.004,0.103,0.102,0.1,0.1,-0.184,-0.184,-0.208,-0.223,-132.0,-129.0,-83.0,-49.0,-0.234,-0.184,-0.237,-0.2,-0.202,-1.26,-1.161,-0.02,-0.2,0.101,0.0,0.0,0,-0.132
179,3.8304301999742165,3.004,0.101,0.099,0.098,0.098,-0.199,-0.216,-0.192,-0.223,-107.0,-70.0,-118.0,-54.0,-0.238,-0.199,-0.237,-0.208,-0.209,-1.08,-0.621,-0.018,-0.208,0.099,0.0,0.0,0,-0.107
180,3.849209499952849,3.003,0.098,0.097,0.096,0.096,-0.223,-0.208,-0.169,-0.199,-44.0,-72.0,-151.0,-205.0,-0.234,-0.223,-0.237,-0.2,-0.205,-0.99,0.446,-0.015,-0.2,0.097,0.0,0.0,0,-0.044
181,3.8543231999501586,3.002,0.097,0.095,0.093,0.094,-0.2,-0.2,-0.194,-0.177,-202.0,-80.0,-94.0,-126.0,-0.232,-0.2,0.0,-0.194,-0.199,-0.81,0.888,-0.013,-0.194,0.094,0.0,0.0,0,-0.202
182,3.875894500000868,3.002,0.095,0.092,0.09,0.092,-0.154,-0.201,-0.218,-0.169,-170.0,-72.0,140.0,-135.0,-0.226,-0.154,-0.237,-0.185,-0.178,-0.72,0.363,-0.012,-0.185,0.092,0.0,0.0,0,-0.17
